0.000, 13.707
0.000, 13.734
0.093, 36.426
0.187, 51.410
0.280, 61.396
0.373, 69.037
0.466, 75.876
0.559, 82.939
0.653, 90.076
0.746, 96.717
0.839, 102.816
0.932, 109.526
1.025, 116.442
1.118, 122.530
1.212, 128.137
1.305, 133.891
1.398, 137.066
1.491, 133.009
1.584, 116.844
1.678, 82.003
1.842, 13.707
